NAME	left	right	DNA strand where the operon is coded	Evidence that support the existence of the operon's Tus
torCAD	1057307	1061621	forward	
torI	2474332	2474532	forward	[ICWHO|W|Inferred computationally without human oversight]
torR	1056485	1057177	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
torS	1052657	1055401	reverse	[ICWHO|W|Inferred computationally without human oversight]
torT	1055484	1056512	forward	[IC|W|Inferred by curator]
torYZ	1952602	1956156	reverse	[ITCR|W|Inferred through co-regulation],[IEP|W|Inferred from expression pattern]
tp2	122697	122857	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
tpiA	4108763	4109530	reverse	[IC|W|Inferred by curator]
tpke70	2494216	2494651	reverse	[ICWHO|W|Inferred computationally without human oversight]
tppB	1710793	1712295	forward	
tpx	1386329	1386835	reverse	[LTED|S|Length of transcript experimentally determined]
tqsA	1671937	1672971	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
treA	1244902	1246599	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
treBC	4461077	4464203	reverse	[LTED|S|Length of transcript experimentally determined],[ITCR|W|Inferred through co-regulation],[CV(LTED/PM)|C|cross validation(LTED/PM)],[IEP|W|Inferred from expression pattern],[PM|S|Polar mutation]
treF	3667615	3669264	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit],[IEP|W|Inferred from expression pattern]
treR	4464322	4465269	reverse	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
trg	1490494	1492134	forward	[IC|W|Inferred by curator]
trkA	3434540	3435916	forward	[ICWHO|W|Inferred computationally without human oversight]
trkG	1421806	1423263	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
trmA	4160193	4161293	reverse	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
trmI-yggL	3099829	3100874	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
trmJ	2660605	2661345	reverse	[ICWHO|W|Inferred computationally without human oversight]
trmL	3779238	3779711	forward	[ICWHO|W|Inferred computationally without human oversight]
trpLEDCBA	1314440	1321106	reverse	"[IC|W|Inferred by curator]; [BTEI|W|Boundaries of transcription experimentally identified],[PM|S|Polar mutation]"
trpR	4630783	4631109	forward	[BTEI|W|Boundaries of transcription experimentally identified]
trpT	3944980	3945055	forward	[IHBCE|W|Inferred by a human based on computational evidence]
truD	2868277	2869326	reverse	[IHBCE|W|Inferred by a human based on computational evidence]
trxA	3963784	3964113	forward	
trxB	930308	931273	reverse	[ICWHO|W|Inferred computationally without human oversight]
trxC	2716757	2717176	forward	[ICWHO|W|Inferred computationally without human oversight]
tsaB-yeaY	1887975	1889291	reverse	[ICWHO|W|Inferred computationally without human oversight]
tsaD	3207552	3208565	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
tsgA	3490590	3491771	forward	[ICWHO|W|Inferred computationally without human oversight]
tsr	4589680	4591335	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
tsx	430353	431237	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
ttcA	1409037	1409972	reverse	[ICWHO|W|Inferred computationally without human oversight]
ttdABT	3204485	3207509	forward	[LTED|S|Length of transcript experimentally determined],[PAGTSBP|W|Products of adjacent genes in the same biological process],[ITCR|W|Inferred through co-regulation]
ttdR	3203346	3204278	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
tus	1682283	1683212	forward	[ICWHO|W|Inferred computationally without human oversight]
tusA	3606774	3607019	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
tusE	1029562	1029891	reverse	[ICWHO|W|Inferred computationally without human oversight]
tynA	1447100	1449373	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit],[ICWHO|W|Inferred computationally without human oversight]
typA	4056430	4058253	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
tyrB	4265137	4266330	forward	[BTEI|W|Boundaries of transcription experimentally identified]
tyrP	1987705	1988916	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit],[BTEI|W|Boundaries of transcription experimentally identified]
tyrTV-tpr	1286310	1286845	reverse	"[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]; [IC|W|Inferred by curator]"
uacT	3029389	3030837	forward	[ICWHO|W|Inferred computationally without human oversight]
ubiCA	4250529	4251911	forward	
ubiD	4023011	4024504	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
ubiEJB	4016878	4019889	forward	"[PM|S|Polar mutation]; [IC|W|Inferred by curator],[PM|S|Polar mutation]"
ubiF	694324	695499	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
ubiG	2337589	2338311	forward	
ucpA	2541854	2542645	reverse	[ICWHO|W|Inferred computationally without human oversight]
udk-dcd	2139658	2140972	reverse	
udp	4014454	4015215	forward	
ugd	2096471	2097637	reverse	[ICWHO|W|Inferred computationally without human oversight]
ugpBAECQ	3585393	3590348	reverse	[IC|W|Inferred by curator]
uhpT	3843799	3845190	reverse	
uidABC	1689610	1694095	reverse	[IC|W|Inferred by curator]
uidR	1694486	1695076	reverse	[IMP|W|Inferred from mutant phenotype],[IEP|W|Inferred from expression pattern]
ulaABCDEF	4418003	4422409	forward	[ITCR|W|Inferred through co-regulation],[BTEI|W|Boundaries of transcription experimentally identified]
ulaG	4416584	4417648	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
ulaR	4415721	4416476	reverse	[ICWHO|W|Inferred computationally without human oversight]
umpG-pcm	2866915	2868296	reverse	[PAGTSBP|W|Products of adjacent genes in the same biological process],[PM|S|Polar mutation]
umuDC	1229990	1231677	forward	[LTED|S|Length of transcript experimentally determined]
ung	2714776	2715465	forward	[BTEI|W|Boundaries of transcription experimentally identified]
upp-uraA	2616893	2618894	reverse	[BTEI|W|Boundaries of transcription experimentally identified],[PM|S|Polar mutation]
ushA	504138	505790	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
uspA	3638134	3638568	forward	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
uspB	3637408	3637743	reverse	
uspC	1977777	1978205	forward	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
uspE	1395696	1396646	reverse	[ICWHO|W|Inferred computationally without human oversight]
uspF	1433209	1433643	reverse	[ICWHO|W|Inferred computationally without human oversight]
uspG	640662	641090	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
uvrA	4269072	4271894	reverse	
uvrB	812749	814770	forward	"[LTED|S|Length of transcript experimentally determined]; [LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]"
uvrD	3996006	3998168	forward	[BTEI|W|Boundaries of transcription experimentally identified]
uvrYC	1990898	1993383	reverse	
uxaB	1607253	1608704	reverse	[IMP|W|Inferred from mutant phenotype],[BTEI|W|Boundaries of transcription experimentally identified]
uxaCA	3239849	3242763	reverse	"[BTEI|W|Boundaries of transcription experimentally identified],[IEP|W|Inferred from expression pattern]; [PAGTSBP|W|Products of adjacent genes in the same biological process]"
uxuAB	4549659	4552384	forward	[ITCR|W|Inferred through co-regulation],[IEP|W|Inferred from expression pattern]
uxuR	4552599	4553372	forward	[IMP|W|Inferred from mutant phenotype],[IEP|W|Inferred from expression pattern]
valUXY-lysV	2518953	2519350	forward	[BTEI|W|Boundaries of transcription experimentally identified]
valVW	1744459	1744616	forward	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
valZ-lysY	780291	780445	forward	[ICWHO|W|Inferred computationally without human oversight]
ves	1822386	1822961	reverse	
waaA-coaD	3806563	3808327	forward	
waaH	3787070	3788104	reverse	[ICWHO|W|Inferred computationally without human oversight]
waaQGPSBIJYZU	3796262	3806121	reverse	"[IC|W|Inferred by curator]; [LTED|S|Length of transcript experimentally determined]; [PAGTSBP|W|Products of adjacent genes in the same biological process]"
wbbIJK	2101415	2104081	reverse	"[PAGTSBP|W|Products of adjacent genes in the same biological process],[IHBCE|W|Inferred by a human based on computational evidence]; [IC|W|Inferred by curator]"
wbbL_2	2099420	2099701	reverse	[ICWHO|W|Inferred computationally without human oversight]
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	2116704	2130094	reverse	"[PAGTSBP|W|Products of adjacent genes in the same biological process],[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
wcaKLM	2112526	2116428	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
wecH	3723910	3724905	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
wrbA-yccJ	1066087	1066931	reverse	[ICWHO|W|Inferred computationally without human oversight]
wza-wzb-wzc-wcaAB	2130091	2135267	reverse	[ITCR|W|Inferred through co-regulation]
wzzB	2095345	2096325	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
xanP	3826968	3828359	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
xanQ-guaD-ghxQ	3022373	3026510	forward	[ICWHO|W|Inferred computationally without human oversight]
xapAB	2520751	2522900	reverse	[ITCR|W|Inferred through co-regulation],[BTEI|W|Boundaries of transcription experimentally identified],[PM|S|Polar mutation]
xapR	2519615	2520499	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
xdhABC	2998367	3001990	forward	[ICWHO|W|Inferred computationally without human oversight]
xerD-dsbC-recJ-prfB-lysS	3031679	3037765	reverse	"[ITCR|W|Inferred through co-regulation]; [ICWHO|W|Inferred computationally without human oversight]"
xseA	2632254	2633624	forward	
xseB-ispA-dxs-yajO	436385	440567	reverse	"[LTED|S|Length of transcript experimentally determined]; [BTEI|W|Boundaries of transcription experimentally identified]"
xthA	1830452	1831258	forward	[ICWHO|W|Inferred computationally without human oversight]
xylAB	3725940	3728788	reverse	[ITCR|W|Inferred through co-regulation],[BTEI|W|Boundaries of transcription experimentally identified]
xylE	4238802	4240277	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
xylFGHR	3729154	3734180	forward	[ITCR|W|Inferred through co-regulation],[BTEI|W|Boundaries of transcription experimentally identified]
yaaA	5683	6459	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yaaI	11382	11786	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yaaJ	6529	7959	reverse	[ICWHO|W|Inferred computationally without human oversight]
yaaU	45807	47138	forward	[ICWHO|W|Inferred computationally without human oversight]
yaaW	10643	11356	reverse	[ICWHO|W|Inferred computationally without human oversight]
yaaX	5234	5530	forward	[ICWHO|W|Inferred computationally without human oversight]
yabI	71351	72115	forward	[ICWHO|W|Inferred computationally without human oversight]
yabPQ	58474	59279	forward	[ICWHO|W|Inferred computationally without human oversight]
yacC-speED	134788	136917	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
yacH	129407	131260	reverse	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
yacL	134388	134750	forward	[ICWHO|W|Inferred computationally without human oversight]
yadD	146968	147870	forward	"[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]; [IC|W|Inferred by curator]"
yadE	145081	146310	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
yadGH	142779	144472	forward	[ICWHO|W|Inferred computationally without human oversight]
yadI	144577	145017	forward	[ICWHO|W|Inferred computationally without human oversight]
yadMLKC	149715	152812	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [PAGTSBP|W|Products of adjacent genes in the same biological process],[IHBCE|W|Inferred by a human based on computational evidence]"
yadN	156299	156883	reverse	"[IHBCE|W|Inferred by a human based on computational evidence]; [IC|W|Inferred by curator]"
yadV-htrE	152829	156201	reverse	"[IC|W|Inferred by curator]; [PM|S|Polar mutation]"
yaeF	216179	217003	reverse	[ICWHO|W|Inferred computationally without human oversight]
yaeH	183709	184095	reverse	[ICWHO|W|Inferred computationally without human oversight]
yaeI	184257	185069	reverse	[ICWHO|W|Inferred computationally without human oversight]
yaeP-rof	213678	214125	reverse	[ICWHO|W|Inferred computationally without human oversight]
yaeQ-arfB-nlpE	214291	215979	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
yaeR	211877	212266	forward	[ICWHO|W|Inferred computationally without human oversight]
yafC	229967	230881	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yafDE	231122	232549	forward	[ITCR|W|Inferred through co-regulation],[ICWHO|W|Inferred computationally without human oversight]
yafF	239190	239378	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
yafJ	244327	245094	forward	[ICWHO|W|Inferred computationally without human oversight]
