Product Type	NAME	Gene
-	predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain	ygbJ
-	conserved protein	ygbK
-	predicted class II aldolase	ygbL
-	conserved protein	ygbM
-	YgbN Gnt transporter	ygbN
-	RNA polymerase, sigma S (sigma 38) factor	rpoS
-	"NlpD divisome associated factor; activates peptidoglycan hydrolase"	nlpD
-	L-isoaspartate protein carboxylmethyltransferase type II	pcm
-	broad specificity 5'(3')-nucleotidase and polyphosphatase	umpG
-	tRNA pseudouridine 13 synthase	truD
-	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase monomer	ispF
-	4-diphosphocytidyl-2C-methyl-D-erythritol synthetase monomer	ispD
-	essential cell division protein FtsB	ftsB
-	conserved inner membrane protein	ygbE
-	CysC	cysC
-	CysN	cysN
-	CysD	cysD
-	alkaline phosphatase isozyme conversion protein	iap
-	predicted endoribonuclease	cas2
-	multifunctional nuclease	cas1
-	crRNA endonuclease	casE
-	Cascade subunit D	casD
-	Cascade subunit C	casC
-	Cascade subunit B	casB
-	Cascade subunit A	casA
-	protein involved in CRISPR R-loop formation and dissociation	cas3
small RNA	SokX	sokX
-	CysH	cysH
-	sulfite reductase, hemoprotein subunit	cysI
-	sulfite reductase, flavoprotein subunit	cysJ
-	6-carboxy-5,6,7,8-tetrahydropterin synthase	queD
-	predicted oxidoreductase with FAD/NAD(P)-binding domain	ygcN
-	predicted 4Fe-4S cluster-containing protein	ygcO
-	predicted anti-terminator regulatory protein	ygcP
-	predicted flavoprotein	ygcQ
-	predicted flavoprotein	ygcR
-	YgcS MFS transporter	ygcS
-	predicted FAD-containing dehydrogenase	ygcU
-	predicted deoxygluconate dehydrogenase	ygcW
-	YqcE MFS transporter	yqcE
-	predicted kinase	ygcE
-	conserved protein	queE
-	small protein involved in the cell envelope stress response	yqcG
-	predicted protein	ygcG
-	Eno	eno
-	PyrG	pyrG
-	nucleoside triphosphate pyrophosphohydrolase	mazG
-	MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity	mazF
-	MazE antitoxin of the MazF-MazE toxin-antitoxin system	mazE
-	GDP pyrophosphokinase/GTP pyrophosphokinase	relA
-	23S rRNA m<sup>5</sup>U1939 methyltransferase	rlmD
-	BarA sensory histidine kinase	barA
-	<i>D</i>-glucarate dehydratase	gudD
-	glucarate dehydratase-related protein	gudX
-	galactarate / glucarate / glycerate transporter GudP	gudP
-	predicted flavoprotein	yqcA
-	tRNA pseudouridine 65 synthase	truC
-	conserved protein	yqcC
small RNA	CsrB	csrB
-	SecY-interacting protein	syd
-	7-cyano-7-deazaguanine reductase	queF
-	conserved protein	ygdH
-	serine:H<sup>+</sup> symporter SdaC	sdaC
-	L-serine deaminase II	sdaB
-	flap endonuclease	ygdG
-	L-1,2-propanediol oxidoreductase	fucO
-		fucA
-	fucose:H+ symporter	fucP
-		fucI
-	L-fuculokinase	fucK
-	L-fucose mutarotase	fucU
-	FucR transcriptional activator	fucR
-	23S rRNA 2'-<i>O</i>-ribose C2498 methyltransferase	rlmM
-	conserved inner membrane protein	ygdD
-	GcvA DNA-binding transcriptional dual regulator	gcvA
small RNA	GcvB	gcvB
-	putative lipoprotein	ygdI
-	cysteine sulfinate desulfinase	csdA
-	CSD sulfur transfer protein	csdE
-	tRNA threonylcarbamoyladenosine dehydratase	tcdA
-	membrane-bound lytic murein transglycosylase A	mltA
tRNA	tRNA<SUP>metZ</SUP>	metZ
tRNA	tRNA<SUP>metW</SUP>	metW
tRNA	tRNA<SUP>metV</SUP>	metV
-	N-acetylmuramyl-L-alanine amidase	amiC
-	ArgA	argA
-	RecD	recD
-	RecB	recB
-	protease III	ptrA
-	RecC	recC
-	predicted protein	ppdC
-	predicted protein	ygdB
-	conserved protein	ppdB
-	conserved protein	ppdA
-	thymidylate synthase	thyA
-	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	lgt
-	phosphoenolpyruvate-protein phosphotransferase PtsP, enzyme I<sup>Ntr</sup>	ptsP
-	RNA pyrophosphohydrolase	rppH
-	hypothetical protein	ygdT
-	MutH	mutH
-	putative transport protein	ygdQ
-	predicted protein	ygdR
-	putative NAD(P)-linked reductase that acts in starvation-associated mutation	tas
-	lysophospholipid transporter	lplT
-	acyl-ACP synthetase/2-acylglycerophosphoethanolamine acyltransferase/acyl-ACP synthetase	aas
small RNA	OmrA	omrA
small RNA	OmrB	omrB
-	GalR DNA-binding transcriptional dual regulator	galR
-	LysA	lysA
-	LysR DNA-binding transcriptional dual regulator	lysR
-	predicted racemase	ygeA
-	arabinose:H<sup>+</sup> symporter	araE
-	predicted 2-deoxy-D-gluconate 3-dehydrogenase	kduD
-	predicted 5-keto 4-deoxyuronate isomerase monomer	kduI
-	predicted acyltransferase	yqeF
-	YqeG STP transporter	yqeG
-	conserved protein with bipartite regulator domain	yqeH
-	predicted transcriptional regulator	yqeI
-	predicted protein	yqeJ
-	small protein	yqeL
-	predicted protein	yqeK
-	predicted protein	ygeF
-	predicted chaperone	ygeG
-	predicted transcriptional regulator	ygeH
-	predicted protein	ygeI
-	predicted peptidoglycan-binding enzyme	pbl
-	predicted DNA-binding transcriptional regulator	ygeK
-	predicted protein	ygeL
-	predicted protein	ygeM
-	predicted protein	ygeN
-	predicted protein	ygeO
-	IS2 element transposase InsAB'	insCD-4
-		insD-4
-	IS2 insertion element repressor InsA	insC-4
-	predicted protein	ygeP
-	predicted protein	ygeQ
tRNA	tRNA<SUP>glyU</SUP>	glyU
-	"putative lipoprotein; predicted DNA-binding transcriptional regulator"	ygeR
-	xanthine dehydrogenase subunit	xdhA
-	xanthine dehydrogenase subunit, FAD-binding domain	xdhB
-	xanthine dehydrogenase, Fe-S subunit	xdhC
-	putative transcriptional regulator	ygeV
-	predicted carbamoyltransferase	ygeW
-	2,3-diaminopropionate ammonia-lyase	ygeX
-	predicted peptidase	ygeY
-	phenylhydantoinase	hyuA
-	predicted amino acid kinase	yqeA
-	conserved protein with NAD(P)-binding Rossman fold	yqeB
-	conserved protein	yqeC
-	CTP:molybdopterin cytidylyltransferase	mocA
-	predicted oxidoreductase, Fe-S subunit	ygfK
-	predicted chlorohydrolase/aminohydrolase	ssnA
-	predicted oxidoreductase	ygfM
-	fused predicted xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit	xdhD
-	xanthine:H<sup>+</sup> symporter XanQ	xanQ
-	guanine deaminase	guaD
-	guanine / hypoxanthine transporter GhxQ	ghxQ
-	predicted oxidoreductase,  4Fe-4S ferredoxin-type subunit	ygfS
-	fused predicted oxidoreductase, Fe-S subunit and nucleotide-binding subunit	ygfT
-	urate:H<sup>+</sup> symporter	uacT
-	small predicted membrane protein	yqfG
-	isopentenyl diphosphate isomerase	idi
-	lysyl tRNA synthetase (LysRSs), constitutive	lysS
-	peptide chain release factor RF2	prfB
-	RecJ	recJ
-	DsbC monomer	dsbC
-	site-specific recombinase	xerD
-	flavodoxin 2	fldB
-	toxin of the CptA-CptB toxin-antitoxin system	cptA
-	FAD assembly factor	sdhE
-	folate-binding protein	ygfZ
-	predicted oxidoreductase, inner membrane subunit	yqfA
-	conserved protein	yqfB
-	"6-phospho-&beta;-glucosidase A"	bglA
-	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	ygfF
-	glycine decarboxylase	gcvP
-	glycine cleavage system H protein	gcvH
-	aminomethyltransferase	gcvT
-	2-octaprenylphenol hydroxylase	ubiI
-	2-octaprenyl-6-methoxyphenol hydroxylase	ubiH
-	PepP	pepP
-	predicted protein	ygfB
-	cell division factor ZapA, localizes to the cytokinetic ring	zapA
small RNA	6S RNA	ssrS
-	5-formyltetrahydrofolate cyclo-ligase	fau
small RNA	SibC	sibC
-	toxic peptide IbsC	ibsC
-		serA
-	ribose-5-phosphate isomerase A	rpiA
-	conserved protein	yqfE
-	ArgP transcriptional activator	argP
-		scpA
-	GTPase that interacts with methylmalonyl-CoA mutase	argK
-	methylmalonyl-CoA decarboxylase	scpB
-	propionyl-CoA:succinate CoA transferase	scpC
-	predicted DNA-binding transcriptional regulator LYSR-type	ygfI
small RNA	YgfI5'	
-	conserved protein	yggE
-	arginine export protein	argO
-	mechanosensitive channel MscS monomer	mscS
-	fructose bisphosphate aldolase monomer	fbaA
-	phosphoglycerate kinase	pgk
-	Epd	epd
-	conserved protein with nucleoside triphosphate hydrolase domain	yggC
-	predicted DNA-binding transcriptional regulator	yggD
-	fructose-1,6-bisphosphatase	yggF
-	predicted dehydrogenase	yggP
-	mannitol PTS permease (cryptic) - CmtA subunit	cmtA
-	mannitol PTS permease (cryptic) - CmtB subunit	cmtB
-	transketolase I	tktA
-	outer membrane metallopeptidase	loiP
-	SpeB	speB
-	SpeA	speA
-	small protein involved in the acid stress response	yqgB
-	predicted protein	yqgC
-	hypothetical protein	yqgD
-	methionine adenosyltransferase	metK
-	galactose:H<sup>+</sup> symporter	galP
-	conserved protein	yggI
-	DNA-specific endonuclease I	endA
-	16S rRNA m<sup>3</sup>U1498 methyltransferase monomer	rsmE
-	glutathione synthetase monomer	gshB
-	predicted protein	yqgE
-	predicted transcription antitermination factor	yqgF
-	predicted transporter	yggR
-	predicted enzyme	yggS
-	predicted inner membrane protein	yggT
-	conserved protein	yggU
-		rdgB
-	predicted oxidoreductase	yggW
-	conserved protein	yggM
-	AnsB	ansB
-	predicted protein	yggN
-	predicted protein	yggL
-	tRNA m<sup>7</sup>G46 methyltransferase	trmI
-	"adenine glycosylase; G.C --> T.A transversions"	mutY
-	protein that protects iron-sulfur proteins against oxidative damage	yggX
-	membrane-bound lytic murein transglycosylase C	mltC
-	nucleoside:H<sup>+</sup> symporter NupG	nupG
-	ornithine decarboxylase, biosynthetic	speC
-	putative transport protein	yqgA
tRNA	tRNA<SUP>pheV</SUP>	pheV
-	predicted secretion pathway protein, M-type protein, membrane anchored	yghD
-	predicted secretion pathway protein, L-type protein	yghE
-	predicted secretion pathway protein, C-type protein	yghF
-	putative lipoprotein	yghG
-	prepilin peptidase	pppA
-	predicted lipoprotein	yghJ
-	glycolate / lactate:H<sup>+</sup> symporter	glcA
small RNA	C0719	C0719
-	malate synthase G	glcB
-	conserved protein	glcG
-	glycolate oxidase, predicted iron-sulfur subunit	glcF
-	glycolate oxidase, predicted FAD-binding subunit	glcE
-	glycolate oxidase, predicted FAD-linked subunit	glcD
-	GlcC transcriptional dual regulator	glcC
-	predicted DNA-binding transcriptional regulator	yghO
-	IS5 transposase and trans-activator	insH-9
-	predicted inner membrane protein	yghQ
-	predicted protein with nucleoside triphosphate hydrolase domain	yghR
-	predicted protein with nucleoside triphosphate hydrolase domain	yghS
-	predicted protein with nucleoside triphosphate hydrolase domain	yghT
-	phosphate transporter	pitB
-	Gss	gss
-	disulfide reductase / organic hydroperoxide reductase	yghU
-	hydrogenase 2 accessory protein	hybG
-	protein involved with the maturation of hydrogenases 1 and 2	hybF
-	hydrogenase 2-specific chaperone	hybE
-	predicted maturation peptidase for hydrogenase 2	hybD
-	hydrogenase 2, large subunit	hybC
-	predicted hydrogenase 2 cytochrome b type component	hybB
-	hydrogenase 2 4Fe-4S ferredoxin-type component	hybA
-	hydrogenase 2, small subunit	hybO
-	predicted protein	yghW
-	predicted hydrolase	yghX_1
-	predicted hydrolase	yghX_2
-	L-glyceraldehyde 3-phosphate reductase	yghZ
-	conserved inner membrane protein	yqhA
-	predicted glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	yghA
-		Phantom Gene
-	tonB energy transducing system - ExbD subunit	exbD
-	TonB energy transducing system - ExbB subunit	exbB
-		Phantom Gene
-	MetC	metC
-	"membrane transport protein; required for proton-motive force (PMF) dependent drug efflux"	yghB
-	YqhC DNA-binding transcriptional activator	yqhC
-	NADPH-dependent aldehyde reductase	yqhD
-	"methylglyoxal reductase/&beta;-keto ester reductase/2,5-diketo-D-gluconate reductase"	dkgA
-	conserved protein	yqhG
-	predicted outer membrane lipoprotein	yqhH
-	conserved protein	ygiQ
-	cell division protein required during stress conditions	ftsP
-	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase	plsC
-	topoisomerase IV subunit A	parC
-	predicted transporter subunit	ygiS
-	MqsA antitoxin of the MqsRA toxin-antitoxin system and DNA-binding transcriptional repressor	mqsA
-	mRNA interferase, toxin of the MqsR-MqsA toxin-antitoxin system	mqsR
-	YgiV DNA-binding transcriptional repressor	ygiV
-	stress-induced protein	ygiW
-	QseB transcriptional activator	qseB
-	QseC sensory histidine kinase	qseC
-	conserved inner membrane protein	ygiZ
-	NADPH quinone reductase monomer	mdaB
-	quinol monooxygenase monomer	ygiN
-	topoisomerase IV subunit B	parE
-	esterase	yqiA
-	cAMP phosphodiesterase	cpdA
-	predicted dehydrogenase	yqiB
-	ADP- sugar pyrophosphatase	nudF
-	TolC monomer	tolC
-	predicted protein	ygiA
-	conserved outer membrane protein	ygiB
-	predicted enzyme with ATPase activity	ygiC
-	predicted dioxygenase	ygiD
-	heavy metal divalent cation transporter ZupT	zupT
-	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribB
small RNA	SroG	sroG
-	conserved protein	yqiC
-	predicted fimbrial-like adhesin protein	ygiL
-	IS2 element transposase InsAB'	insCD-5
-	IS2 insertion element repressor InsA	insC-5
-		insD-5
-	predicted outer membrane usher protein	yqiG
-	predicted periplasmic pilin chaperone	yqiH
-	protein involved in detoxification of methylglyoxal	yqiI
-	surface composition regulator	glgS
-	predicted inner membrane protein	yqiJ
-	conserved protein	yqiK
small RNA	SibD	sibD
-	predicted toxic peptide IbsD	ibsD
small RNA	SibE	sibE
-	toxic peptide IbsE	ibsE
-	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	rfaE
-	glutamine synthetase adenylyltransferase/glutamine synthetase deadenylase	glnE
-	inorganic triphosphatase	ygiF
-	predicted signal transduction protein (SH3 domain)	ygiM
-	fused tRNA nucleotidyltransferase / 2',3'-cyclic phosphodiesterase / 2' nucleotidase and phosphatase	cca
-	undecaprenyl pyrophosphate phosphatase	bacA
-	dihydroneopterin aldolase	folB
-	conserved inner membrane protein	ygiH
-	Dan	ttdR
-	"L-tartrate dehydratase, &alpha; subunit"	ttdA
-	"L-tartrate dehydratase, &beta; subunit"	ttdB
-	tartrate:succinate antiporter	ttdT
-	protein involved in threonylcarbamoyladenosine biosynthesis	tsaD
-	30S ribosomal subunit protein S21	rpsU
-	DNA primase	dnaG
-	RNA polymerase, sigma 70 (sigma D) factor	rpoD
-	stationary phase mismatch/uracil DNA glycosylase	mug
tRNA	tRNA<SUP>ileX</SUP>	ileX
-	ferric reductase, NADPH-dependent	yqjH
-	YqjI DNA-binding transcriptional repressor	yqjI
-	aerotaxis sensor receptor, flavoprotein	aer
-	putrescine aminotransferase	patA
-	putative tRNA synthetase	ygjH
-	EbgR DNA-binding transcriptional repressor	ebgR
-	"evolved &beta;-D-galactosidase, &alpha; subunit; cryptic gene"	ebgA
-	"evolved &beta;-D-galactosidase, &beta; subunit; cryptic gene"	ebgC
-	YgjI APC transporter	ygjI
-	conserved protein	ygjJ
-	glycoside hydrolase	ygjK
-	2,4-dienoyl-CoA reductase	fadH
-	antitoxin of the HigB-HigA toxin-antitoxin system	higA
-	translation-dependent mRNA interferase, toxin of the HigB-HigA toxin-antitoxin system	higB
-	23S rRNA m<sup>2</sup>G1835 methyltransferase	rlmG
-	predicted metal-dependent hydrolase	ygjP
-	conserved protein	ygjQ
-	predicted NAD(P)-binding dehydrogenase	ygjR
small RNA	PsrN	sraF
-	predicted membrane-bound redox modulator that is induced by high pH	alx
-	serine / threonine:Na<sup>+</sup> symporter	sstT
-	inner membrane protein	ygjV
-	D-altronate dehydratase	uxaA
-	D-glucuronate isomerase/D-galacturonate isomerase	uxaC
-	hexuronate transporter	exuT
-	ExuR DNA-binding transcriptional repressor	exuR
-	"membrane transport protein; required for proton-motive force (PMF) dependent drug efflux"	yqjA
-	MzrA	mzrA
-	conserved protein	yqjC
-	inner membrane protein associated with the ribosome	yqjD
-	conserved inner membrane protein	yqjE
-	conserved protein	yqjK
-	predicted quinol oxidase subunit	yqjF
-	S-glutathionyl-(chloro)hydroquinone reductase	yqjG
-	putative cytochrome	yhaH
-	predicted inner membrane protein	yhaI
-	predicted DNA-binding transcriptional regulator LYSR-type	yhaJ
-	bicupin-related protein	yhaK
-	predicted protein	yhaL
-	conserved protein	yhaM
-	YhaO STP transporter	yhaO
-	L-serine deaminase III	tdcG
-	predicted enamine/imine deaminase	tdcF
-	2-ketobutyrate formate-lyase/pyruvate formate-lyase 4, inactive	tdcE
-	propionate kinase	tdcD
-	serine / threonine:H<sup>+</sup> symporter TdcC	tdcC
-	TdcB	tdcB
-	TdcA DNA-binding transcriptional activator	tdcA
-	TdcR DNA-binding transcriptional activator	tdcR
-	predicted protein	yhaB
-	predicted protein	yhaC
small RNA	RnpB	rnpB
-	glycerate kinase I	garK
-	tartronate semialdehyde reductase	garR
-		garL
-	galactarate / glucarate / glycerate transporter GarP	garP
-	galactarate dehydratase	garD
-	PrlF antitoxin	prlF
-	YhaV toxic endonuclease	yhaV
-	AgaR DNA-binding transcriptional repressor	agaR
-		kbaZ
-	PTS system, cytoplasmic, N-acetylgalactosamine-specific IIB component 2 (EIIB-AGA)	agaV
-	PTS system N-acetylgalactosameine-specific IIC component 2	agaW
-	predicted truncated N-acetylgalactosamine-6-phosphate deacetylase	agaA
-	putative tagatose-6-phosphate aldose/ketose isomerase	agaS
-	KbaY	kbaY
-	AgaB	agaB
-	AgaC	agaC
-		agaD
-	predicted galactosamine-6-phosphate isomerase	agaI
-	predicted fimbrial-like adhesin protein	yraH
-	predicted pilin chaperone	yraI
-	predicted outer membrane export usher protein	yraJ
-	putative fimbrial protein	yraK
-	16S rRNA 2'-<i>O</i>-ribose C1402 methyltransferase	rsmI
-	outer membrane lipoprotein - activator of PBP1A activity	lpoA
-	conserved protein	yraN
-	DnaA initiator-associating factor for replication initiation	diaA
-	lipoprotein	yraP
-	predicted permease	yraQ
-	predicted nucleoside-diphosphate-sugar epimerase	yraR
-	protein involved in stress response	yhbO
-	conserved protein	yhbP
-	predicted endonuclease	yhbQ
-	predicted acyltransferase with acyl-CoA N-acyltransferase domain	yhbS
-	predicted lipid carrier protein	yhbT
-	predicted peptidase (collagenase-like)	yhbU
-	predicted protease	yhbV
-	conserved protein	yhbW
-	tryptohan / indole:H+ symporter Mtr	mtr
-	DeaD, DEAD-box RNA helicase	deaD
-	small protein	yrbN
-	lipoprotein involved in cell division	nlpI
-	polynucleotide phosphorylase monomer	pnp
small RNA	PsrO	psrO
-	30S ribosomal subunit protein S15	rpsO
-	tRNA pseudouridine 55 synthase	truB
-	30S ribosome binding factor	rbfA
-	protein chain initiation factor IF2	infB
-	transcription termination/antitermination L factor	nusA
-	ribosome maturation protein	rimP
tRNA	tRNA<SUP>metY</SUP>	metY
-	ArgG	argG
-	predicted hydrolase, inner membrane	yhbX
tRNA	tRNA<SUP>leuU</SUP>	leuU
-	SecG	secG
-	phosphoglucosamine mutase	glmM
-	FolP	folP
-	ATP-dependent zinc metalloprotease FtsH	ftsH
-	23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase	rlmE
-	predicted RNA-binding protein	yhbY
-	transcription elongation factor GreA	greA
-	<i>meso</i>-diaminopimelic acid-D-alanyl endopeptidase / D-alanyl-D-alanine carboxypeptidase	dacB
-	GTPase involved in chromosome partitioning and ribosome assembly	obgE
-	conserved inner membrane protein	yhbE
-	50S ribosomal subunit protein L27	rpmA
-	50S ribosomal subunit protein L21	rplU
-		ispB
-	Nlp transcriptional regulator	sfsB
-	UDP-<i>N</i>-acetylglucosamine enolpyruvoyl transferase	murA
-	predicted DNA-binding transcriptional regulator	ibaG
-	MlaB	mlaB
-	MlaC	mlaC
-	MlaD	mlaD
-	MlaE	mlaE
-	MlaF	mlaF
-	inner membrane protein YrbG	yrbG
-	D-arabinose 5-phosphate isomerase	kdsD
-	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase monomer	kdsC
-	LptC	lptC
-	LptA	lptA
-	LptB	lptB
-	RNA polymerase, sigma 54 (sigma N) factor	rpoN
-	hibernation promoting factor	hpf
-	phosphotransferase system enzyme IIA, regulation of potassium transport	ptsN
-	RNase adaptor protein	rapZ
-	phosphorelay protein Npr	npr
